time_rounded,meter_id,energy_heat_kwh,volume_flow_m3,current_power,t_supply,t_return
2018-01-03 00:00:00+00:00,25,15425.4,337.2,5.6,71.6,31.3
2018-01-03 01:00:00+00:00,25,15431.5,337.3,6.1,71.6,31.3
2018-01-03 02:00:00+00:00,25,15436.5,337.4,5.0,71.6,31.3
2018-01-03 03:00:00+00:00,25,15441.9,337.6,5.4,71.6,31.3
2018-01-03 04:00:00+00:00,25,15447.5,337.7,5.6,71.6,31.3
2018-01-03 05:00:00+00:00,25,15453.5,337.8,6.0,71.6,31.3
2018-01-03 06:00:00+00:00,25,15459.8,338.0,6.3,71.6,31.3
2018-01-03 07:00:00+00:00,25,15466.7,338.1,6.9,71.6,31.3
2018-01-03 08:00:00+00:00,25,15472.3,338.2,5.6,71.6,31.3
2018-01-03 09:00:00+00:00,25,15478.4,338.3,6.1,71.6,31.3
2018-01-03 10:00:00+00:00,25,15483.8,338.5,5.4,71.6,31.3
2018-01-03 11:00:00+00:00,25,15489.7,338.6,5.9,71.6,31.3
2018-01-03 12:00:00+00:00,25,15495.1,338.7,5.4,71.6,31.3
2018-01-03 13:00:00+00:00,25,15500.8,338.8,5.7,71.6,31.3
2018-01-03 14:00:00+00:00,25,15506.8,339.0,6.0,71.6,31.3
2018-01-03 15:00:00+00:00,25,15512.4,339.1,5.6,71.6,31.3
2018-01-03 16:00:00+00:00,25,15518.2,339.2,5.8,71.6,31.3
2018-01-03 17:00:00+00:00,25,15524.0,339.3,5.8,71.6,31.3
2018-01-03 18:00:00+00:00,25,15529.8,339.4,5.8,71.6,31.3
2018-01-03 19:00:00+00:00,25,15534.8,339.6,5.0,71.6,31.3
2018-01-03 20:00:00+00:00,25,15541.2,339.7,6.4,71.6,31.3
2018-01-03 21:00:00+00:00,25,15546.9,339.8,5.7,71.6,31.3
2018-01-03 22:00:00+00:00,25,15551.8,339.9,4.9,71.6,31.3
2018-01-03 23:00:00+00:00,25,15557.4,340.1,5.6,71.6,31.3
2018-01-04 00:00:00+00:00,25,15563.4,340.2,6.0,71.6,31.3
2018-01-04 01:00:00+00:00,25,15569.3,340.3,5.9,71.6,31.3
2018-01-04 02:00:00+00:00,25,15575.2,340.4,5.9,71.7,31.3
2018-01-04 03:00:00+00:00,25,15580.1,340.6,4.9,71.6,31.3
2018-01-04 04:00:00+00:00,25,15586.6,340.7,6.5,71.6,31.3
2018-01-04 05:00:00+00:00,25,15592.2,340.8,5.6,71.7,31.3
2018-01-04 06:00:00+00:00,25,15599.3,341.0,7.1,71.6,31.3
2018-01-04 07:00:00+00:00,25,15605.5,341.1,6.2,71.7,31.3
2018-01-04 08:00:00+00:00,25,15611.2,341.2,5.7,71.7,31.3
2018-01-04 09:00:00+00:00,25,15618.1,341.4,6.9,71.6,31.3
2018-01-04 10:00:00+00:00,25,15623.5,341.5,5.4,71.7,31.3
2018-01-04 11:00:00+00:00,25,15629.5,341.6,6.0,71.7,31.3
2018-01-04 12:00:00+00:00,25,15635.1,341.7,5.6,71.7,31.3
2018-01-04 13:00:00+00:00,25,15641.7,341.8,6.6,71.7,31.3
2018-01-04 14:00:00+00:00,25,15647.4,342.0,5.7,71.7,31.3
2018-01-04 15:00:00+00:00,25,15652.7,342.1,5.3,71.7,31.3
2018-01-04 16:00:00+00:00,25,15658.4,342.2,5.7,71.7,31.3
2018-01-04 17:00:00+00:00,25,15664.4,342.3,6.0,71.7,31.3
2018-01-04 18:00:00+00:00,25,15669.7,342.5,5.3,71.7,31.3
2018-01-04 19:00:00+00:00,25,15675.5,342.6,5.8,71.7,31.3
2018-01-04 20:00:00+00:00,25,15681.0,342.7,5.5,71.7,31.3
2018-01-04 21:00:00+00:00,25,15686.5,342.8,5.5,71.7,31.3
2018-01-04 22:00:00+00:00,25,15692.3,343.0,5.8,71.7,31.3
2018-01-04 23:00:00+00:00,25,15697.8,343.1,5.5,71.7,31.3
2018-01-05 00:00:00+00:00,25,15703.4,343.2,5.6,71.7,31.3
2018-01-05 01:00:00+00:00,25,15708.8,343.3,5.4,71.7,31.3
2018-01-05 02:00:00+00:00,25,15714.4,343.5,5.6,71.7,31.3
2018-01-05 03:00:00+00:00,25,15720.8,343.6,6.4,71.7,31.3
2018-01-05 04:00:00+00:00,25,15726.4,343.7,5.6,71.7,31.3
2018-01-05 05:00:00+00:00,25,15731.9,343.9,5.5,71.7,31.3
2018-01-05 06:00:00+00:00,25,15739.4,344.0,7.5,71.7,31.3
2018-01-05 07:00:00+00:00,25,15745.9,344.1,6.5,71.7,31.3
2018-01-05 08:00:00+00:00,25,15752.1,344.3,6.2,71.7,31.3
2018-01-05 09:00:00+00:00,25,15758.1,344.4,6.0,71.7,31.3
2018-01-05 10:00:00+00:00,25,15764.4,344.5,6.3,71.7,31.3
2018-01-05 11:00:00+00:00,25,15770.4,344.7,6.0,71.7,31.3
2018-01-05 12:00:00+00:00,25,15776.8,344.8,6.4,71.7,31.3
2018-01-05 13:00:00+00:00,25,15783.1,344.9,6.3,71.7,31.4
2018-01-05 14:00:00+00:00,25,15788.8,345.1,5.7,71.7,31.3
2018-01-05 15:00:00+00:00,25,15795.5,345.2,6.7,71.7,31.4
2018-01-05 16:00:00+00:00,25,15801.5,345.3,6.0,71.7,31.4
2018-01-05 17:00:00+00:00,25,15807.5,345.5,6.0,71.7,31.4
2018-01-05 18:00:00+00:00,25,15813.9,345.6,6.4,71.7,31.4
2018-01-05 19:00:00+00:00,25,15820.1,345.8,6.2,71.7,31.4
2018-01-05 20:00:00+00:00,25,15826.0,345.9,5.9,71.7,31.4
2018-01-05 21:00:00+00:00,25,15832.1,346.0,6.1,71.7,31.4
2018-01-05 22:00:00+00:00,25,15838.4,346.2,6.3,71.7,31.4
2018-01-05 23:00:00+00:00,25,15843.6,346.3,5.2,71.7,31.4
2018-01-06 00:00:00+00:00,25,15850.2,346.5,6.6,71.7,31.4
2018-01-06 01:00:00+00:00,25,15856.3,346.6,6.1,71.7,31.4
2018-01-06 02:00:00+00:00,25,15861.7,346.8,5.4,71.7,31.4
2018-01-06 03:00:00+00:00,25,15868.3,346.9,6.6,71.7,31.4
2018-01-06 04:00:00+00:00,25,15874.2,347.0,5.9,71.7,31.4
2018-01-06 05:00:00+00:00,25,15880.0,347.2,5.8,71.7,31.4
2018-01-06 06:00:00+00:00,25,15886.0,347.3,6.0,71.7,31.4
2018-01-06 07:00:00+00:00,25,15894.2,347.4,8.2,71.7,31.4
2018-01-06 08:00:00+00:00,25,15900.2,347.6,6.0,71.7,31.4
2018-01-06 09:00:00+00:00,25,15905.9,347.7,5.7,71.7,31.4
2018-01-06 10:00:00+00:00,25,15912.8,347.8,6.9,71.7,31.4
2018-01-06 11:00:00+00:00,25,15918.4,348.0,5.6,71.7,31.4
2018-01-06 12:00:00+00:00,25,15924.7,348.1,6.3,71.7,31.4
2018-01-06 13:00:00+00:00,25,15930.7,348.2,6.0,71.7,31.4
2018-01-06 14:00:00+00:00,25,15937.2,348.3,6.5,71.7,31.4
2018-01-06 15:00:00+00:00,25,15943.3,348.5,6.1,71.7,31.4
2018-01-06 16:00:00+00:00,25,15950.3,348.6,7.0,71.7,31.4
2018-01-06 17:00:00+00:00,25,15956.5,348.7,6.2,71.7,31.4
2018-01-06 18:00:00+00:00,25,15962.1,348.9,5.6,71.7,31.4
2018-01-06 19:00:00+00:00,25,15968.7,349.0,6.6,71.7,31.4
2018-01-06 20:00:00+00:00,25,15974.8,349.1,6.1,71.7,31.4
2018-01-06 21:00:00+00:00,25,15980.9,349.3,6.1,71.7,31.4
2018-01-06 22:00:00+00:00,25,15988.0,349.4,7.1,71.7,31.4
2018-01-06 23:00:00+00:00,25,15994.8,349.6,6.8,71.7,31.4
2018-01-07 00:00:00+00:00,25,16001.3,349.7,6.5,71.7,31.4
2018-01-07 01:00:00+00:00,25,16008.0,349.9,6.7,71.7,31.4
2018-01-07 02:00:00+00:00,25,16014.5,350.0,6.5,71.7,31.4
2018-01-07 03:00:00+00:00,25,16022.1,350.2,7.6,71.7,31.4
2018-01-07 04:00:00+00:00,25,16029.6,350.4,7.5,71.7,31.4
2018-01-07 05:00:00+00:00,25,16037.3,350.6,7.7,71.7,31.4
2018-01-07 06:00:00+00:00,25,16045.1,350.7,7.8,71.8,31.4
2018-01-07 07:00:00+00:00,25,16053.4,350.9,8.3,71.7,31.4
2018-01-07 08:00:00+00:00,25,16060.4,351.1,7.0,71.7,31.4
2018-01-07 09:00:00+00:00,25,16068.3,351.2,7.9,71.8,31.4
2018-01-07 10:00:00+00:00,25,16079.0,351.4,10.7,71.8,31.4
2018-01-07 11:00:00+00:00,25,16086.4,351.6,7.4,71.8,31.4
2018-01-07 12:00:00+00:00,25,16093.3,351.7,6.9,71.8,31.4
2018-01-07 13:00:00+00:00,25,16100.3,351.9,7.0,71.8,31.4
2018-01-07 14:00:00+00:00,25,16107.3,352.0,7.0,71.8,31.4
2018-01-07 15:00:00+00:00,25,16114.2,352.2,6.9,71.8,31.4
2018-01-07 16:00:00+00:00,25,16121.2,352.3,7.0,71.8,31.4
2018-01-07 17:00:00+00:00,25,16128.8,352.5,7.6,71.8,31.4
2018-01-07 18:00:00+00:00,25,16136.2,352.6,7.4,71.8,31.4
2018-01-07 19:00:00+00:00,25,16143.7,352.8,7.5,71.8,31.4
2018-01-07 20:00:00+00:00,25,16151.2,352.9,7.5,71.8,31.5
2018-01-07 21:00:00+00:00,25,16158.4,353.1,7.2,71.8,31.5
2018-01-07 22:00:00+00:00,25,16166.2,353.3,7.8,71.8,31.5
2018-01-07 23:00:00+00:00,25,16173.5,353.4,7.3,71.8,31.5
2018-01-08 00:00:00+00:00,25,16180.4,353.6,6.9,71.8,31.5
2018-01-08 01:00:00+00:00,25,16187.3,353.7,6.9,71.8,31.5
2018-01-08 02:00:00+00:00,25,16195.6,353.9,8.3,71.8,31.5
2018-01-08 03:00:00+00:00,25,16202.9,354.0,7.3,71.8,31.5
2018-01-08 04:00:00+00:00,25,16210.2,354.2,7.3,71.8,31.5
2018-01-08 05:00:00+00:00,25,16217.6,354.4,7.4,71.8,31.5
2018-01-08 06:00:00+00:00,25,16225.1,354.5,7.5,71.8,31.5
2018-01-08 07:00:00+00:00,25,16233.6,354.7,8.5,71.8,31.5
2018-01-08 08:00:00+00:00,25,16242.0,354.8,8.4,71.8,31.5
2018-01-08 09:00:00+00:00,25,16249.9,355.0,7.9,71.8,31.5
2018-01-08 10:00:00+00:00,25,16257.0,355.1,7.1,71.9,31.5
2018-01-08 11:00:00+00:00,25,16263.6,355.2,6.6,71.9,31.5
2018-01-08 12:00:00+00:00,25,16270.1,355.4,6.5,71.8,31.5
2018-01-08 13:00:00+00:00,25,16276.6,355.5,6.5,71.9,31.5
2018-01-08 14:00:00+00:00,25,16283.4,355.6,6.8,71.9,31.5
2018-01-08 15:00:00+00:00,25,16289.7,355.8,6.3,71.9,31.5
2018-01-08 16:00:00+00:00,25,16296.0,355.9,6.3,71.9,31.5
2018-01-08 17:00:00+00:00,25,16303.9,356.0,7.9,71.9,31.5
2018-01-08 18:00:00+00:00,25,16310.5,356.2,6.6,71.9,31.5
2018-01-08 19:00:00+00:00,25,16317.0,356.3,6.5,71.9,31.5
2018-01-08 20:00:00+00:00,25,16324.1,356.5,7.1,71.9,31.5
2018-01-08 21:00:00+00:00,25,16331.2,356.6,7.1,71.9,31.5
2018-01-08 22:00:00+00:00,25,16338.3,356.8,7.1,71.9,31.5
2018-01-08 23:00:00+00:00,25,16345.4,356.9,7.1,71.9,31.5
2018-01-09 00:00:00+00:00,25,16352.5,357.1,7.1,71.9,31.5
2018-01-09 01:00:00+00:00,25,16359.5,357.2,7.0,71.9,31.5
2018-01-09 02:00:00+00:00,25,16366.6,357.4,7.1,71.9,31.5
2018-01-09 03:00:00+00:00,25,16373.7,357.5,7.1,71.9,31.5
2018-01-09 04:00:00+00:00,25,16380.7,357.7,7.0,71.9,31.5
2018-01-09 05:00:00+00:00,25,16387.7,357.8,7.0,71.9,31.5
2018-01-09 06:00:00+00:00,25,16394.8,357.9,7.1,71.9,31.5
2018-01-09 07:00:00+00:00,25,16401.8,358.1,7.0,71.9,31.5
2018-01-09 08:00:00+00:00,25,16408.8,358.2,7.0,71.9,31.5
2018-01-09 09:00:00+00:00,25,16416.0,358.3,7.2,71.9,31.5
2018-01-09 10:00:00+00:00,25,16422.6,358.5,6.6,71.9,31.5
2018-01-09 11:00:00+00:00,25,16429.7,358.6,7.1,71.9,31.5
2018-01-09 12:00:00+00:00,25,16435.9,358.7,6.2,71.9,31.5
2018-01-09 13:00:00+00:00,25,16441.9,358.8,6.0,71.9,31.5
2018-01-09 14:00:00+00:00,25,16448.0,359.0,6.1,71.9,31.5
2018-01-09 15:00:00+00:00,25,16454.0,359.1,6.0,71.9,31.5
2018-01-09 16:00:00+00:00,25,16460.0,359.2,6.0,71.9,31.5
2018-01-09 17:00:00+00:00,25,16467.4,359.3,7.4,72.0,31.5
2018-01-09 18:00:00+00:00,25,16473.3,359.5,5.9,71.9,31.5
2018-01-09 19:00:00+00:00,25,16479.7,359.6,6.4,71.9,31.5
2018-01-09 20:00:00+00:00,25,16486.2,359.7,6.5,72.0,31.5
2018-01-09 21:00:00+00:00,25,16492.6,359.9,6.4,71.9,31.5
2018-01-09 22:00:00+00:00,25,16499.0,360.0,6.4,72.0,31.5
2018-01-09 23:00:00+00:00,25,16505.7,360.1,6.7,72.0,31.5
2018-01-10 00:00:00+00:00,25,16511.8,360.3,6.1,71.9,31.5
2018-01-10 01:00:00+00:00,25,16518.5,360.4,6.7,72.0,31.5
2018-01-10 02:00:00+00:00,25,16524.9,360.5,6.4,72.0,31.5
2018-01-10 03:00:00+00:00,25,16531.0,360.7,6.1,72.0,31.5
2018-01-10 04:00:00+00:00,25,16537.8,360.8,6.8,72.0,31.5
2018-01-10 05:00:00+00:00,25,16544.2,360.9,6.4,72.0,31.6
2018-01-10 06:00:00+00:00,25,16550.7,361.1,6.5,72.0,31.5
