time_rounded,meter_id,energy_heat_kwh,volume_flow_m3,current_power,t_supply,t_return
2018-01-03 00:00:00+00:00,23,6641.9,164.1,2.2,63.7,28.2
2018-01-03 01:00:00+00:00,23,6644.8,164.1,2.9,63.8,28.2
2018-01-03 02:00:00+00:00,23,6647.7,164.2,2.9,63.7,28.2
2018-01-03 03:00:00+00:00,23,6649.8,164.3,2.1,63.7,28.2
2018-01-03 04:00:00+00:00,23,6652.8,164.3,3.0,63.7,28.2
2018-01-03 05:00:00+00:00,23,6655.8,164.4,3.0,63.7,28.2
2018-01-03 06:00:00+00:00,23,6657.8,164.4,2.0,63.8,28.2
2018-01-03 07:00:00+00:00,23,6660.7,164.5,2.9,63.7,28.2
2018-01-03 08:00:00+00:00,23,6663.7,164.6,3.0,63.7,28.2
2018-01-03 09:00:00+00:00,23,6666.7,164.6,3.0,63.8,28.2
2018-01-03 10:00:00+00:00,23,6669.8,164.7,3.1,63.7,28.2
2018-01-03 11:00:00+00:00,23,6672.8,164.8,3.0,63.7,28.2
2018-01-03 12:00:00+00:00,23,6675.7,164.8,2.9,63.8,28.2
2018-01-03 13:00:00+00:00,23,6678.8,164.9,3.1,63.8,28.2
2018-01-03 14:00:00+00:00,23,6681.7,165.0,2.9,63.7,28.2
2018-01-03 15:00:00+00:00,23,6684.7,165.0,3.0,63.8,28.2
2018-01-03 16:00:00+00:00,23,6686.9,165.1,2.2,63.8,28.2
2018-01-03 17:00:00+00:00,23,6690.6,165.2,3.7,63.7,28.2
2018-01-03 18:00:00+00:00,23,6693.7,165.2,3.1,63.8,28.2
2018-01-03 19:00:00+00:00,23,6696.7,165.3,3.0,63.8,28.2
2018-01-03 20:00:00+00:00,23,6699.7,165.4,3.0,63.8,28.2
2018-01-03 21:00:00+00:00,23,6702.7,165.4,3.0,63.8,28.2
2018-01-03 22:00:00+00:00,23,6705.7,165.5,3.0,63.8,28.2
2018-01-03 23:00:00+00:00,23,6708.7,165.6,3.0,63.8,28.2
2018-01-04 00:00:00+00:00,23,6710.8,165.6,2.1,63.8,28.2
2018-01-04 01:00:00+00:00,23,6713.8,165.7,3.0,63.8,28.2
2018-01-04 02:00:00+00:00,23,6716.8,165.7,3.0,63.8,28.2
2018-01-04 03:00:00+00:00,23,6719.8,165.8,3.0,63.8,28.2
2018-01-04 04:00:00+00:00,23,6721.8,165.9,2.0,63.8,28.2
2018-01-04 05:00:00+00:00,23,6724.7,165.9,2.9,63.8,28.2
2018-01-04 06:00:00+00:00,23,6727.8,166.0,3.1,63.8,28.2
2018-01-04 07:00:00+00:00,23,6731.6,166.1,3.8,63.8,28.2
2018-01-04 08:00:00+00:00,23,6734.7,166.1,3.1,63.8,28.2
2018-01-04 09:00:00+00:00,23,6737.7,166.2,3.0,63.8,28.2
2018-01-04 10:00:00+00:00,23,6740.7,166.3,3.0,63.8,28.2
2018-01-04 11:00:00+00:00,23,6743.8,166.3,3.1,63.8,28.2
2018-01-04 12:00:00+00:00,23,6746.8,166.4,3.0,63.8,28.2
2018-01-04 13:00:00+00:00,23,6749.8,166.5,3.0,63.8,28.2
2018-01-04 14:00:00+00:00,23,6752.7,166.5,2.9,63.8,28.2
2018-01-04 15:00:00+00:00,23,6755.8,166.6,3.1,63.8,28.2
2018-01-04 16:00:00+00:00,23,6758.8,166.7,3.0,63.8,28.2
2018-01-04 17:00:00+00:00,23,6761.7,166.7,2.9,63.8,28.2
2018-01-04 18:00:00+00:00,23,6764.7,166.8,3.0,63.8,28.2
2018-01-04 19:00:00+00:00,23,6767.7,166.9,3.0,63.8,28.2
2018-01-04 20:00:00+00:00,23,6770.7,166.9,3.0,63.8,28.2
2018-01-04 21:00:00+00:00,23,6773.7,167.0,3.0,63.8,28.2
2018-01-04 22:00:00+00:00,23,6775.8,167.0,2.1,63.8,28.2
2018-01-04 23:00:00+00:00,23,6778.7,167.1,2.9,63.8,28.2
2018-01-05 00:00:00+00:00,23,6781.8,167.2,3.1,63.8,28.2
2018-01-05 01:00:00+00:00,23,6784.8,167.2,3.0,63.8,28.2
2018-01-05 02:00:00+00:00,23,6787.8,167.3,3.0,63.8,28.2
2018-01-05 03:00:00+00:00,23,6789.8,167.4,2.0,63.8,28.2
2018-01-05 04:00:00+00:00,23,6792.8,167.4,3.0,63.8,28.2
2018-01-05 05:00:00+00:00,23,6795.8,167.5,3.0,63.8,28.2
2018-01-05 06:00:00+00:00,23,6798.7,167.5,2.9,63.8,28.2
2018-01-05 07:00:00+00:00,23,6801.7,167.6,3.0,63.8,28.2
2018-01-05 08:00:00+00:00,23,6804.7,167.7,3.0,63.8,28.2
2018-01-05 09:00:00+00:00,23,6806.9,167.7,2.2,63.8,28.2
2018-01-05 10:00:00+00:00,23,6809.8,167.8,2.9,63.8,28.2
2018-01-05 11:00:00+00:00,23,6813.7,167.9,3.9,63.8,28.2
2018-01-05 12:00:00+00:00,23,6816.7,167.9,3.0,63.8,28.2
2018-01-05 13:00:00+00:00,23,6819.8,168.0,3.1,63.8,28.2
2018-01-05 14:00:00+00:00,23,6822.7,168.1,2.9,63.8,28.2
2018-01-05 15:00:00+00:00,23,6825.7,168.1,3.0,63.8,28.2
2018-01-05 16:00:00+00:00,23,6827.9,168.2,2.2,63.8,28.2
2018-01-05 17:00:00+00:00,23,6831.6,168.3,3.7,63.8,28.2
2018-01-05 18:00:00+00:00,23,6834.7,168.3,3.1,63.9,28.2
2018-01-05 19:00:00+00:00,23,6837.7,168.4,3.0,63.8,28.2
2018-01-05 20:00:00+00:00,23,6840.7,168.5,3.0,63.8,28.2
2018-01-05 21:00:00+00:00,23,6843.7,168.5,3.0,63.9,28.2
2018-01-05 22:00:00+00:00,23,6846.7,168.6,3.0,63.8,28.2
2018-01-05 23:00:00+00:00,23,6849.7,168.7,3.0,63.8,28.2
2018-01-06 00:00:00+00:00,23,6851.8,168.7,2.1,63.9,28.2
2018-01-06 01:00:00+00:00,23,6854.8,168.8,3.0,63.8,28.2
2018-01-06 02:00:00+00:00,23,6857.8,168.8,3.0,63.9,28.2
2018-01-06 03:00:00+00:00,23,6860.7,168.9,2.9,63.9,28.2
2018-01-06 04:00:00+00:00,23,6863.7,169.0,3.0,63.8,28.2
2018-01-06 05:00:00+00:00,23,6866.8,169.0,3.1,63.9,28.2
2018-01-06 06:00:00+00:00,23,6869.7,169.1,2.9,63.9,28.2
2018-01-06 07:00:00+00:00,23,6872.7,169.2,3.0,63.8,28.2
2018-01-06 08:00:00+00:00,23,6875.7,169.2,3.0,63.9,28.2
2018-01-06 09:00:00+00:00,23,6878.7,169.3,3.0,63.9,28.2
2018-01-06 10:00:00+00:00,23,6881.7,169.4,3.0,63.9,28.2
2018-01-06 11:00:00+00:00,23,6885.8,169.5,4.1,63.9,28.2
2018-01-06 12:00:00+00:00,23,6889.6,169.5,3.8,63.9,28.2
2018-01-06 13:00:00+00:00,23,6892.7,169.6,3.1,63.9,28.2
2018-01-06 14:00:00+00:00,23,6896.6,169.7,3.9,63.9,28.2
2018-01-06 15:00:00+00:00,23,6899.8,169.7,3.2,63.9,28.2
2018-01-06 16:00:00+00:00,23,6902.8,169.8,3.0,63.9,28.2
2018-01-06 17:00:00+00:00,23,6906.6,169.9,3.8,63.9,28.2
2018-01-06 18:00:00+00:00,23,6909.7,170.0,3.1,63.9,28.2
2018-01-06 19:00:00+00:00,23,6912.7,170.0,3.0,63.9,28.2
