time_rounded,meter_id,energy_heat_kwh,volume_flow_m3,current_power,t_supply,t_return
2018-01-03 00:00:00+00:00,27,7505.9,171.3,2.8,67.4,28.8
2018-01-03 01:00:00+00:00,27,7508.7,171.4,2.8,67.3,28.8
2018-01-03 02:00:00+00:00,27,7511.8,171.5,3.1,67.3,28.8
2018-01-03 03:00:00+00:00,27,7514.8,171.5,3.0,67.4,28.8
2018-01-03 04:00:00+00:00,27,7517.0,171.6,2.2,67.3,28.8
2018-01-03 05:00:00+00:00,27,7519.8,171.6,2.8,67.4,28.8
2018-01-03 06:00:00+00:00,27,7524.7,171.7,4.9,67.4,28.8
2018-01-03 07:00:00+00:00,27,7528.6,171.8,3.9,67.3,28.8
2018-01-03 08:00:00+00:00,27,7531.8,171.9,3.2,67.3,28.8
2018-01-03 09:00:00+00:00,27,7535.7,172.0,3.9,67.3,28.8
2018-01-03 10:00:00+00:00,27,7539.6,172.0,3.9,67.4,28.8
2018-01-03 11:00:00+00:00,27,7542.8,172.1,3.2,67.3,28.8
2018-01-03 12:00:00+00:00,27,7545.8,172.1,3.0,67.4,28.8
2018-01-03 13:00:00+00:00,27,7548.7,172.2,2.9,67.4,28.8
2018-01-03 14:00:00+00:00,27,7551.7,172.3,3.0,67.3,28.8
2018-01-03 15:00:00+00:00,27,7555.6,172.3,3.9,67.4,28.8
2018-01-03 16:00:00+00:00,27,7558.7,172.4,3.1,67.4,28.8
2018-01-03 17:00:00+00:00,27,7561.8,172.5,3.1,67.3,28.8
2018-01-03 18:00:00+00:00,27,7565.9,172.5,4.1,67.4,28.8
2018-01-03 19:00:00+00:00,27,7569.7,172.6,3.8,67.4,28.8
2018-01-03 20:00:00+00:00,27,7571.8,172.7,2.1,67.3,28.8
2018-01-03 21:00:00+00:00,27,7574.7,172.7,2.9,67.4,28.8
2018-01-03 22:00:00+00:00,27,7577.7,172.8,3.0,67.4,28.8
2018-01-03 23:00:00+00:00,27,7580.7,172.8,3.0,67.4,28.8
2018-01-04 00:00:00+00:00,27,7583.8,172.9,3.1,67.4,28.8
2018-01-04 01:00:00+00:00,27,7586.8,172.9,3.0,67.4,28.8
2018-01-04 02:00:00+00:00,27,7589.7,173.0,2.9,67.4,28.8
2018-01-04 03:00:00+00:00,27,7591.8,173.1,2.1,67.4,28.8
2018-01-04 04:00:00+00:00,27,7594.8,173.1,3.0,67.4,28.8
2018-01-04 05:00:00+00:00,27,7598.8,173.2,4.0,67.4,28.8
2018-01-04 06:00:00+00:00,27,7602.7,173.3,3.9,67.4,28.8
2018-01-04 07:00:00+00:00,27,7606.6,173.3,3.9,67.4,28.8
2018-01-04 08:00:00+00:00,27,7609.7,173.4,3.1,67.4,28.8
2018-01-04 09:00:00+00:00,27,7613.7,173.5,4.0,67.4,28.8
2018-01-04 10:00:00+00:00,27,7618.7,173.6,5.0,67.4,28.8
2018-01-04 11:00:00+00:00,27,7623.5,173.7,4.8,67.4,28.8
