time_rounded,meter_id,energy_heat_kwh,volume_flow_m3,current_power,t_supply,t_return
2018-01-03 00:00:00+00:00,29,10557.7,259.4,3.9,66.6,30.8
2018-01-03 01:00:00+00:00,29,10562.5,259.5,4.8,66.6,30.8
2018-01-03 02:00:00+00:00,29,10566.6,259.6,4.1,66.6,30.8
2018-01-03 03:00:00+00:00,29,10570.7,259.7,4.1,66.6,30.8
2018-01-03 04:00:00+00:00,29,10575.4,259.8,4.7,66.6,30.8
2018-01-03 05:00:00+00:00,29,10579.6,259.9,4.2,66.6,30.8
2018-01-03 06:00:00+00:00,29,10584.5,260.0,4.9,66.6,30.8
2018-01-03 07:00:00+00:00,29,10589.5,260.1,5.0,66.6,30.8
2018-01-03 08:00:00+00:00,29,10594.4,260.1,4.9,66.7,30.8
2018-01-03 09:00:00+00:00,29,10599.4,260.3,5.0,66.6,30.8
2018-01-03 10:00:00+00:00,29,10603.5,260.3,4.1,66.7,30.8
2018-01-03 11:00:00+00:00,29,10607.8,260.4,4.3,66.7,30.8
2018-01-03 12:00:00+00:00,29,10612.6,260.5,4.8,66.7,30.8
2018-01-03 13:00:00+00:00,29,10616.7,260.6,4.1,66.7,30.8
2018-01-03 14:00:00+00:00,29,10620.6,260.7,3.9,66.7,30.8
2018-01-03 15:00:00+00:00,29,10623.7,260.8,3.1,66.6,30.8
2018-01-03 16:00:00+00:00,29,10627.6,260.8,3.9,66.7,30.8
2018-01-03 17:00:00+00:00,29,10631.5,260.9,3.9,66.7,30.8
2018-01-03 18:00:00+00:00,29,10634.6,261.0,3.1,66.7,30.8
2018-01-03 19:00:00+00:00,29,10638.6,261.1,4.0,66.7,30.8
2018-01-03 20:00:00+00:00,29,10641.7,261.1,3.1,66.7,30.8
2018-01-03 21:00:00+00:00,29,10654.4,261.4,12.7,66.7,30.8
2018-01-03 22:00:00+00:00,29,10661.5,261.5,7.1,66.7,30.8
2018-01-03 23:00:00+00:00,29,10664.7,261.6,3.2,66.7,30.8
2018-01-04 00:00:00+00:00,29,10668.6,261.6,3.9,66.7,30.8
2018-01-04 01:00:00+00:00,29,10671.5,261.7,2.9,66.7,30.8
2018-01-04 02:00:00+00:00,29,10675.7,261.8,4.2,66.7,30.8
2018-01-04 03:00:00+00:00,29,10678.9,261.9,3.2,66.7,30.8
2018-01-04 04:00:00+00:00,29,10682.6,261.9,3.7,66.7,30.8
2018-01-04 05:00:00+00:00,29,10684.8,262.0,2.2,66.7,30.8
2018-01-04 06:00:00+00:00,29,10688.7,262.1,3.9,66.7,30.8
2018-01-04 07:00:00+00:00,29,10693.4,262.2,4.7,66.7,30.8
2018-01-04 08:00:00+00:00,29,10697.5,262.2,4.1,66.7,30.8
2018-01-04 09:00:00+00:00,29,10702.5,262.3,5.0,66.7,30.8
2018-01-04 10:00:00+00:00,29,10706.5,262.4,4.0,66.7,30.8
2018-01-04 11:00:00+00:00,29,10711.5,262.5,5.0,66.7,30.8
2018-01-04 12:00:00+00:00,29,10715.6,262.6,4.1,66.7,30.8
2018-01-04 13:00:00+00:00,29,10719.6,262.7,4.0,66.7,30.8
2018-01-04 14:00:00+00:00,29,10722.7,262.7,3.1,66.7,30.8
2018-01-04 15:00:00+00:00,29,10725.7,262.8,3.0,66.7,30.8
2018-01-04 16:00:00+00:00,29,10729.5,262.9,3.8,66.7,30.8
2018-01-04 17:00:00+00:00,29,10733.6,263.0,4.1,66.7,30.8
2018-01-04 18:00:00+00:00,29,10737.6,263.0,4.0,66.7,30.8
2018-01-04 19:00:00+00:00,29,10740.7,263.1,3.1,66.7,30.8
2018-01-04 20:00:00+00:00,29,10744.5,263.2,3.8,66.7,30.8
2018-01-04 21:00:00+00:00,29,10746.8,263.3,2.3,66.7,30.8
2018-01-04 22:00:00+00:00,29,10751.2,263.3,4.4,66.7,30.8
