time_rounded,meter_id,energy_heat_kwh,volume_flow_m3,current_power,t_supply,t_return
2018-01-03 00:00:00+00:00,12,10850.8,221.1,2.0,71.0,27.7
2018-01-03 01:00:00+00:00,12,10852.8,221.1,2.0,71.0,27.7
2018-01-03 02:00:00+00:00,12,10854.8,221.2,2.0,71.0,27.7
2018-01-03 03:00:00+00:00,12,10857.7,221.2,2.9,71.0,27.7
2018-01-03 04:00:00+00:00,12,10861.5,221.3,3.8,71.0,27.7
2018-01-03 05:00:00+00:00,12,10868.3,221.4,6.8,71.0,27.7
2018-01-03 06:00:00+00:00,12,10873.5,221.5,5.2,71.0,27.7
2018-01-03 07:00:00+00:00,12,10877.7,221.6,4.2,71.0,27.7
2018-01-03 08:00:00+00:00,12,10881.5,221.6,3.8,71.0,27.7
2018-01-03 09:00:00+00:00,12,10884.6,221.7,3.1,71.0,27.7
2018-01-03 10:00:00+00:00,12,10888.6,221.8,4.0,71.0,27.7
2018-01-03 11:00:00+00:00,12,10893.5,221.8,4.9,71.0,27.7
2018-01-03 12:00:00+00:00,12,10898.4,221.9,4.9,71.0,27.7
2018-01-03 13:00:00+00:00,12,10904.3,222.0,5.9,71.0,27.7
2018-01-03 14:00:00+00:00,12,10910.3,222.1,6.0,71.0,27.7
2018-01-03 15:00:00+00:00,12,10915.6,222.3,5.3,71.0,27.7
2018-01-03 16:00:00+00:00,12,10920.7,222.4,5.1,71.0,27.7
2018-01-03 17:00:00+00:00,12,10925.4,222.4,4.7,71.0,27.7
2018-01-03 18:00:00+00:00,12,10931.4,222.6,6.0,71.0,27.7
2018-01-03 19:00:00+00:00,12,10936.5,222.7,5.1,71.0,27.7
2018-01-03 20:00:00+00:00,12,10940.6,222.7,4.1,71.0,27.7
2018-01-03 21:00:00+00:00,12,10944.6,222.8,4.0,71.0,27.7
2018-01-03 22:00:00+00:00,12,10948.5,222.9,3.9,71.0,27.7
2018-01-03 23:00:00+00:00,12,10951.6,222.9,3.1,71.0,27.7
2018-01-04 00:00:00+00:00,12,10955.6,223.0,4.0,71.0,27.7
2018-01-04 01:00:00+00:00,12,10959.5,223.1,3.9,71.0,27.7
2018-01-04 02:00:00+00:00,12,10962.6,223.2,3.1,71.0,27.7
2018-01-04 03:00:00+00:00,12,10966.5,223.2,3.9,71.0,27.7
2018-01-04 04:00:00+00:00,12,10971.5,223.3,5.0,71.0,27.7
2018-01-04 05:00:00+00:00,12,10978.2,223.4,6.7,71.1,27.7
2018-01-04 06:00:00+00:00,12,10985.5,223.6,7.3,71.0,27.7
2018-01-04 07:00:00+00:00,12,10992.3,223.7,6.8,71.0,27.7
2018-01-04 08:00:00+00:00,12,10996.6,223.8,4.3,71.0,27.7
2018-01-04 09:00:00+00:00,12,11000.6,223.8,4.0,71.1,27.7
2018-01-04 10:00:00+00:00,12,11004.5,223.9,3.9,71.1,27.7
2018-01-04 11:00:00+00:00,12,11008.5,224.0,4.0,71.0,27.7
2018-01-04 12:00:00+00:00,12,11013.5,224.1,5.0,71.0,27.7
2018-01-04 13:00:00+00:00,12,11017.5,224.1,4.0,71.1,27.7
2018-01-04 14:00:00+00:00,12,11022.4,224.2,4.9,71.1,27.7
2018-01-04 15:00:00+00:00,12,11027.6,224.3,5.2,71.1,27.7
2018-01-04 16:00:00+00:00,12,11030.7,224.4,3.1,71.1,27.7
2018-01-04 17:00:00+00:00,12,11033.7,224.4,3.0,71.1,27.7
2018-01-04 18:00:00+00:00,12,11036.7,224.5,3.0,71.1,27.7
2018-01-04 19:00:00+00:00,12,11039.7,224.5,3.0,71.1,27.7
2018-01-04 20:00:00+00:00,12,11041.9,224.6,2.2,71.1,27.7
2018-01-04 21:00:00+00:00,12,11045.6,224.7,3.7,71.1,27.7
2018-01-04 22:00:00+00:00,12,11048.7,224.7,3.1,71.1,27.7
2018-01-04 23:00:00+00:00,12,11051.6,224.8,2.9,71.1,27.7
2018-01-05 00:00:00+00:00,12,11053.8,224.8,2.2,71.1,27.7
2018-01-05 01:00:00+00:00,12,11055.8,224.8,2.0,71.1,27.7
2018-01-05 02:00:00+00:00,12,11057.8,224.9,2.0,71.1,27.7
2018-01-05 03:00:00+00:00,12,11060.7,224.9,2.9,71.1,27.7
