time_rounded,meter_id,energy_heat_kwh,volume_flow_m3,current_power,t_supply,t_return
2018-01-03 00:00:00+00:00,4,6225.8,124.7,4.9,73.4,29.3
2018-01-03 01:00:00+00:00,4,6230.4,124.8,4.6,73.4,29.3
2018-01-03 02:00:00+00:00,4,6235.4,124.9,5.0,73.4,29.3
2018-01-03 03:00:00+00:00,4,6240.9,125.0,5.5,73.4,29.3
2018-01-03 04:00:00+00:00,4,6246.2,125.1,5.3,73.4,29.3
2018-01-03 05:00:00+00:00,4,6251.1,125.2,4.9,73.4,29.4
2018-01-03 06:00:00+00:00,4,6257.7,125.4,6.6,73.4,29.3
2018-01-03 07:00:00+00:00,4,6264.3,125.5,6.6,73.4,29.3
2018-01-03 08:00:00+00:00,4,6271.2,125.6,6.9,73.4,29.4
2018-01-03 09:00:00+00:00,4,6276.7,125.7,5.5,73.4,29.4
2018-01-03 10:00:00+00:00,4,6282.3,125.8,5.6,73.4,29.4
2018-01-03 11:00:00+00:00,4,6288.5,126.0,6.2,73.4,29.3
2018-01-03 12:00:00+00:00,4,6295.0,126.1,6.5,73.4,29.3
2018-01-03 13:00:00+00:00,4,6300.4,126.2,5.4,73.4,29.3
2018-01-03 14:00:00+00:00,4,6306.6,126.3,6.2,73.4,29.3
2018-01-03 15:00:00+00:00,4,6312.6,126.4,6.0,73.4,29.4
2018-01-03 16:00:00+00:00,4,6318.5,126.6,5.9,73.4,29.3
2018-01-03 17:00:00+00:00,4,6324.2,126.7,5.7,73.4,29.3
2018-01-03 18:00:00+00:00,4,6330.3,126.8,6.1,73.4,29.3
2018-01-03 19:00:00+00:00,4,6335.4,126.9,5.1,73.4,29.3
2018-01-03 20:00:00+00:00,4,6340.5,127.0,5.1,73.4,29.3
2018-01-03 21:00:00+00:00,4,6346.3,127.1,5.8,73.4,29.3
2018-01-03 22:00:00+00:00,4,6351.1,127.2,4.8,73.4,29.3
2018-01-03 23:00:00+00:00,4,6356.0,127.3,4.9,73.4,29.3
2018-01-04 00:00:00+00:00,4,6362.2,127.5,6.2,73.4,29.3
2018-01-04 01:00:00+00:00,4,6368.0,127.6,5.8,73.4,29.3
2018-01-04 02:00:00+00:00,4,6373.5,127.7,5.5,73.4,29.3
2018-01-04 03:00:00+00:00,4,6379.3,127.8,5.8,73.4,29.3
2018-01-04 04:00:00+00:00,4,6385.2,127.9,5.9,73.4,29.3
2018-01-04 05:00:00+00:00,4,6391.4,128.0,6.2,73.4,29.4
2018-01-04 06:00:00+00:00,4,6397.2,128.2,5.8,73.4,29.3
2018-01-04 07:00:00+00:00,4,6402.5,128.3,5.3,73.4,29.3
2018-01-04 08:00:00+00:00,4,6408.3,128.4,5.8,73.4,29.3
2018-01-04 09:00:00+00:00,4,6413.4,128.5,5.1,73.4,29.3
2018-01-04 10:00:00+00:00,4,6418.4,128.6,5.0,73.4,29.3
2018-01-04 11:00:00+00:00,4,6423.3,128.7,4.9,73.4,29.3
2018-01-04 12:00:00+00:00,4,6428.4,128.8,5.1,73.4,29.3
2018-01-04 13:00:00+00:00,4,6433.2,128.9,4.8,73.4,29.3
2018-01-04 14:00:00+00:00,4,6438.3,129.0,5.1,73.4,29.3
2018-01-04 15:00:00+00:00,4,6442.8,129.1,4.5,73.4,29.3
2018-01-04 16:00:00+00:00,4,6447.9,129.2,5.1,73.4,29.3
2018-01-04 17:00:00+00:00,4,6452.5,129.3,4.6,73.4,29.3
2018-01-04 18:00:00+00:00,4,6457.6,129.4,5.1,73.4,29.3
2018-01-04 19:00:00+00:00,4,6462.2,129.5,4.6,73.4,29.3
2018-01-04 20:00:00+00:00,4,6467.5,129.6,5.3,73.4,29.3
2018-01-04 21:00:00+00:00,4,6471.2,129.7,3.7,73.4,29.3
2018-01-04 22:00:00+00:00,4,6476.3,129.8,5.1,73.4,29.3
2018-01-04 23:00:00+00:00,4,6481.5,129.9,5.2,73.4,29.3
2018-01-05 00:00:00+00:00,4,6486.3,130.0,4.8,73.4,29.3
2018-01-05 01:00:00+00:00,4,6490.6,130.1,4.3,73.4,29.3
2018-01-05 02:00:00+00:00,4,6495.4,130.2,4.8,73.4,29.3
2018-01-05 03:00:00+00:00,4,6500.3,130.3,4.9,73.4,29.3
2018-01-05 04:00:00+00:00,4,6505.6,130.4,5.3,73.4,29.3
2018-01-05 05:00:00+00:00,4,6510.5,130.5,4.9,73.4,29.4
2018-01-05 06:00:00+00:00,4,6517.5,130.6,7.0,73.4,29.4
2018-01-05 07:00:00+00:00,4,6523.4,130.7,5.9,73.4,29.4
2018-01-05 08:00:00+00:00,4,6528.7,130.8,5.3,73.4,29.4
2018-01-05 09:00:00+00:00,4,6534.3,130.9,5.6,73.4,29.4
2018-01-05 10:00:00+00:00,4,6539.8,131.0,5.5,73.4,29.4
2018-01-05 11:00:00+00:00,4,6544.5,131.2,4.7,73.4,29.3
2018-01-05 12:00:00+00:00,4,6550.2,131.3,5.7,73.4,29.3
2018-01-05 13:00:00+00:00,4,6555.6,131.4,5.4,73.4,29.3
2018-01-05 14:00:00+00:00,4,6561.1,131.5,5.5,73.4,29.3
2018-01-05 15:00:00+00:00,4,6566.0,131.6,4.9,73.4,29.3
2018-01-05 16:00:00+00:00,4,6571.7,131.7,5.7,73.4,29.4
2018-01-05 17:00:00+00:00,4,6576.8,131.8,5.1,73.4,29.4
2018-01-05 18:00:00+00:00,4,6582.5,131.9,5.7,73.4,29.4
2018-01-05 19:00:00+00:00,4,6587.8,132.0,5.3,73.4,29.4
2018-01-05 20:00:00+00:00,4,6592.5,132.1,4.7,73.4,29.4
2018-01-05 21:00:00+00:00,4,6597.9,132.2,5.4,73.4,29.4
2018-01-05 22:00:00+00:00,4,6603.1,132.3,5.2,73.4,29.4
2018-01-05 23:00:00+00:00,4,6608.3,132.5,5.2,73.4,29.3
2018-01-06 00:00:00+00:00,4,6613.3,132.6,5.0,73.4,29.3
2018-01-06 01:00:00+00:00,4,6618.6,132.7,5.3,73.4,29.3
2018-01-06 02:00:00+00:00,4,6623.9,132.8,5.3,73.4,29.3
2018-01-06 03:00:00+00:00,4,6629.3,132.9,5.4,73.4,29.3
2018-01-06 04:00:00+00:00,4,6634.5,133.0,5.2,73.4,29.4
2018-01-06 05:00:00+00:00,4,6639.5,133.1,5.0,73.4,29.4
2018-01-06 06:00:00+00:00,4,6645.3,133.2,5.8,73.4,29.4
2018-01-06 07:00:00+00:00,4,6650.6,133.3,5.3,73.4,29.4
2018-01-06 08:00:00+00:00,4,6658.0,133.5,7.4,73.4,29.3
2018-01-06 09:00:00+00:00,4,6664.8,133.6,6.8,73.4,29.3
2018-01-06 10:00:00+00:00,4,6670.6,133.7,5.8,73.4,29.3
2018-01-06 11:00:00+00:00,4,6676.6,133.8,6.0,73.4,29.4
2018-01-06 12:00:00+00:00,4,6682.4,133.9,5.8,73.4,29.3
2018-01-06 13:00:00+00:00,4,6688.7,134.0,6.3,73.4,29.4
2018-01-06 14:00:00+00:00,4,6694.5,134.2,5.8,73.4,29.3
2018-01-06 15:00:00+00:00,4,6700.8,134.3,6.3,73.4,29.3
2018-01-06 16:00:00+00:00,4,6707.2,134.4,6.4,73.4,29.3
2018-01-06 17:00:00+00:00,4,6713.7,134.5,6.5,73.4,29.3
2018-01-06 18:00:00+00:00,4,6719.8,134.6,6.1,73.4,29.4
2018-01-06 19:00:00+00:00,4,6726.4,134.8,6.6,73.4,29.3
2018-01-06 20:00:00+00:00,4,6732.7,134.9,6.3,73.4,29.3
2018-01-06 21:00:00+00:00,4,6738.5,135.0,5.8,73.4,29.3
2018-01-06 22:00:00+00:00,4,6745.3,135.1,6.8,73.4,29.4
2018-01-06 23:00:00+00:00,4,6751.4,135.3,6.1,73.4,29.3
2018-01-07 00:00:00+00:00,4,6758.5,135.4,7.1,73.4,29.3
2018-01-07 01:00:00+00:00,4,6766.5,135.6,8.0,73.4,29.3
2018-01-07 02:00:00+00:00,4,6774.9,135.7,8.4,73.4,29.4
2018-01-07 03:00:00+00:00,4,6781.5,135.9,6.6,73.4,29.3
2018-01-07 04:00:00+00:00,4,6788.2,136.0,6.7,73.4,29.3
